,Cold Liquid Flow HX (F4E0087D-100A-4B8D-9FBB-13F09BFC7AB4),T Cold In HX (A5445D3C-FAA5-463C-A34B-A1DB00E93819),T Cold Out HX (D5168D10-88DD-459C-BABA-E4A43159A0D7),Hot Liquid Flow HX (317538A4-FEA2-401A-A73B-4D1ABBDB51E6),T Hot in HX (4AB87B32-C128-461C-BB67-8D1B14074BD0),T Hot out HX (8D5B6208-6FF3-4619-A108-83673AE5F797)
2020-06-08 03:00:00-04:00,735180.81,167.16,290.21,209974.87,481.39,249.05
2020-06-09 03:00:00-04:00,735204.92,171.13,293.23,209972.08,485.73,251.48
2020-06-10 03:00:00-04:00,735313.22,164.24,288.48,210006.79,485.24,245.86
2020-06-11 03:00:00-04:00,735175.03,157.49,281.88,210010.13,485.78,237.22
2020-06-12 03:00:00-04:00,735298.17,167.92,285.67,209996.32,480.81,242.94
2020-06-13 03:00:00-04:00,735263.93,172.76,288.58,210022.59,482.04,246.61
2020-06-14 03:00:00-04:00,735262.6,188.88,301.18,210001.29,487.74,261.81
2020-06-15 03:00:00-04:00,735196.32,196.53,310.83,209963.34,492.62,272.97
2020-06-16 03:00:00-04:00,735219.15,171.57,291.18,209986.93,490.93,248.53
2020-06-17 03:00:00-04:00,735219.45,173.1,291.04,209989.52,488.67,249.13
2020-06-18 03:00:00-04:00,735330.26,179.71,294.92,210000.97,487.55,254.1
2020-06-19 03:00:00-04:00,735266.54,193.71,307.72,209985.46,488.35,271.06
2020-06-20 03:00:00-04:00,735179.69,202.32,312.98,209970.06,488.93,277.68
2020-06-21 03:00:00-04:00,658188.42,195.16,307.28,197517.32,478.07,270.4
2020-06-22 03:00:00-04:00,670833.33,207.73,241.71,90082.6,267.44,208.09
2020-06-23 03:00:00-04:00,26519.4,131.52,113.45,60954.17,81.44,89.18
2020-06-24 03:00:00-04:00,23110.18,110.38,89.54,50113.81,70.02,83.52
2020-06-25 03:00:00-04:00,19712.99,90.92,75.89,54250.82,66.95,79.98
2020-06-26 03:00:00-04:00,17994.47,72.58,67.05,51434.75,61.95,76.26
2020-06-27 03:00:00-04:00,18438.53,65.13,63.38,52547.68,70.85,73.97
2020-06-28 03:00:00-04:00,206655.02,157.0,199.06,78104.38,242.26,163.6
2020-06-29 03:00:00-04:00,597058.76,196.05,307.07,165482.99,481.92,272.7
2020-06-30 03:00:00-04:00,730819.82,195.73,304.08,187683.1,492.52,270.44
2020-07-01 03:00:00-04:00,735176.21,200.89,305.24,193823.68,483.17,273.32
2020-07-02 03:00:00-04:00,735226.87,199.77,303.58,182017.08,489.51,272.73
2020-07-03 03:00:00-04:00,725156.65,197.14,305.67,182007.15,497.93,273.65
2020-07-04 03:00:00-04:00,729690.88,193.12,306.36,182187.41,504.88,272.82
2020-07-05 03:00:00-04:00,670987.8,174.93,290.85,171978.54,503.65,252.51
2020-07-06 03:00:00-04:00,735268.79,161.19,278.45,181988.35,505.21,238.23
2020-07-07 03:00:00-04:00,735126.51,179.47,291.18,182025.54,502.38,254.91
2020-07-08 03:00:00-04:00,735315.11,194.64,301.4,182018.21,499.48,268.65
2020-07-09 03:00:00-04:00,731773.11,197.65,302.91,181998.5,498.44,270.91
2020-07-10 03:00:00-04:00,734938.47,197.12,301.38,181994.21,493.89,270.42
2020-07-11 02:00:00-04:00,707981.18,190.23,295.36,182001.47,488.24,262.29
2020-07-12 02:00:00-04:00,684747.73,186.89,291.18,181991.64,487.47,255.34
2020-07-13 02:00:00-04:00,732909.88,205.2,303.49,181983.69,492.71,273.26
2020-07-14 02:00:00-04:00,734142.05,205.98,304.18,181994.03,492.87,274.61
2020-07-15 02:00:00-04:00,735229.79,187.65,290.27,181996.43,489.76,258.27
2020-07-16 02:00:00-04:00,735261.63,186.41,289.3,181998.59,489.32,257.01
2020-07-17 02:00:00-04:00,735207.94,188.79,292.33,181997.4,490.7,260.71
2020-07-18 02:00:00-04:00,735179.23,176.24,282.65,182000.36,491.59,248.7
2020-07-19 02:00:00-04:00,735230.15,170.97,277.34,181998.22,487.47,242.89
2020-07-20 02:00:00-04:00,735238.8,173.41,279.23,182014.11,487.17,245.71
2020-07-21 02:00:00-04:00,735220.53,164.99,273.11,182040.63,488.02,237.94
2020-07-22 02:00:00-04:00,731755.4,164.91,273.84,182002.52,490.22,238.23
2020-07-23 02:00:00-04:00,735254.0,179.17,282.8,182016.28,489.38,249.69
2020-07-24 02:00:00-04:00,735177.79,198.4,299.88,182024.12,494.21,269.8
2020-07-25 02:00:00-04:00,735235.88,204.98,305.87,182005.71,496.77,276.37
2020-07-26 02:00:00-04:00,735172.01,211.23,310.41,181999.41,500.12,281.58
2020-07-27 02:00:00-04:00,735171.29,210.66,308.72,181995.07,498.92,280.33
2020-07-28 02:00:00-04:00,735152.46,211.37,310.05,181971.67,500.65,281.59
2020-07-29 02:00:00-04:00,735256.92,211.96,311.38,181987.05,502.04,282.82
2020-07-30 02:00:00-04:00,735208.3,218.07,315.07,181982.69,505.15,286.67
2020-07-31 02:00:00-04:00,727352.39,217.72,315.31,181992.0,506.25,286.48
2020-08-01 02:00:00-04:00,702695.2,208.36,311.78,181991.75,504.14,280.38
2020-08-02 02:00:00-04:00,732002.14,210.29,311.33,181995.38,507.31,281.46
2020-08-03 02:00:00-04:00,727502.45,216.11,315.9,181977.0,509.05,286.58
2020-08-04 02:00:00-04:00,705224.03,211.46,312.97,182003.15,503.31,282.59
2020-08-05 02:00:00-04:00,711071.41,190.25,297.42,181995.61,501.15,264.75
2020-08-06 02:00:00-04:00,711032.0,174.47,281.65,182007.88,494.55,246.76
2020-08-07 02:00:00-04:00,711161.43,167.66,276.36,182031.48,495.5,239.83
2020-08-08 02:00:00-04:00,711105.6,168.47,276.75,182011.04,495.87,240.45
2020-08-09 02:00:00-04:00,669524.34,167.52,279.2,181993.05,492.04,241.25
2020-08-10 02:00:00-04:00,711045.36,176.12,281.63,182025.09,495.65,247.26
2020-08-11 02:00:00-04:00,711133.9,189.08,294.02,181991.05,499.83,261.38
2020-08-12 02:00:00-04:00,711070.59,175.61,283.88,181972.85,500.09,248.64
2020-08-13 02:00:00-04:00,710836.95,158.86,271.63,182005.32,499.82,233.4
2020-08-14 02:00:00-04:00,711063.32,161.22,273.64,182003.81,501.07,235.91
2020-08-15 02:00:00-04:00,711052.01,167.45,279.09,182001.96,503.71,241.97
2020-08-16 02:00:00-04:00,711195.01,174.49,282.77,181997.01,501.73,247.43
2020-08-17 02:00:00-04:00,711090.19,183.06,288.83,182007.09,499.81,255.5
2020-08-18 02:00:00-04:00,720224.74,185.74,291.11,182024.36,501.76,258.69
2020-08-19 02:00:00-04:00,735080.5,180.29,285.74,182006.04,502.72,253.25
2020-08-20 02:00:00-04:00,735240.28,174.27,281.22,182002.71,502.62,247.54
2020-08-21 02:00:00-04:00,735206.45,164.6,272.98,182005.86,501.63,237.86
2020-08-22 02:00:00-04:00,735159.88,158.59,268.05,181984.33,500.73,231.95
2020-08-23 02:00:00-04:00,735216.13,149.76,261.57,181999.61,499.69,224.36
2020-08-24 02:00:00-04:00,735227.54,152.32,263.27,182011.06,500.03,226.28
2020-08-25 02:00:00-04:00,735215.1,159.43,268.01,182021.77,499.25,232.27
2020-08-26 02:00:00-04:00,735220.73,169.98,275.97,181989.09,499.03,242.33
2020-08-27 02:00:00-04:00,735263.26,172.39,278.18,182004.15,499.51,244.99
2020-08-28 02:00:00-04:00,735225.29,175.61,280.95,181996.75,499.84,248.52
2020-08-29 02:00:00-04:00,735199.49,172.98,279.98,181972.13,501.76,246.96
2020-08-30 02:00:00-04:00,731957.31,164.37,273.1,182018.83,501.07,238.45
2020-08-31 02:00:00-04:00,727376.4,178.71,283.73,181975.22,500.74,251.99
2020-09-01 02:00:00-04:00,735218.12,184.67,288.22,181995.51,500.3,258.44
2020-09-02 02:00:00-04:00,735231.58,174.31,279.29,181996.58,499.41,247.54
2020-09-03 02:00:00-04:00,735174.87,176.04,279.96,182021.49,498.48,248.56
2020-09-04 02:00:00-04:00,735219.71,178.92,282.43,181982.95,497.99,251.81
2020-09-05 02:00:00-04:00,735181.12,168.07,274.75,181968.5,499.01,241.98
2020-09-06 02:00:00-04:00,735220.94,160.6,268.68,182000.07,499.45,234.43
2020-09-07 02:00:00-04:00,735199.6,157.43,266.24,182038.97,498.94,231.42
2020-09-08 02:00:00-04:00,735247.96,149.0,260.74,182010.83,500.62,224.46
2020-09-09 02:00:00-04:00,718484.04,162.24,270.08,182010.64,497.89,235.87
2020-09-10 02:00:00-04:00,712028.13,174.43,279.25,181973.87,496.86,247.14
2020-09-11 02:00:00-04:00,728106.64,164.34,268.71,182012.99,493.17,236.15
2020-09-12 02:00:00-04:00,735305.59,164.14,265.04,182004.16,487.54,233.76
2020-09-13 02:00:00-04:00,735258.81,162.07,263.41,182014.77,483.17,233.2
2020-09-14 02:00:00-04:00,735227.39,167.33,270.39,182370.54,483.18,242.21
2020-09-15 02:00:00-04:00,672327.04,171.12,280.15,182018.6,482.45,249.51
2020-09-16 02:00:00-04:00,708957.65,159.03,264.86,182010.0,477.1,234.76
2020-09-17 02:00:00-04:00,735228.87,155.45,258.57,182003.56,474.04,229.89
2020-09-18 02:00:00-04:00,735213.47,148.93,253.64,134638.14,471.97,224.31
2020-09-19 02:00:00-04:00,683058.11,145.31,248.42,174152.18,466.75,219.74
2020-09-20 02:00:00-04:00,648534.59,146.46,240.92,153978.97,459.87,216.24
2020-09-21 02:00:00-04:00,669713.5,145.56,238.65,153998.54,458.61,214.9
2020-09-22 02:00:00-04:00,708237.59,143.47,241.1,167075.48,464.86,215.36
2020-09-23 02:00:00-04:00,733070.13,147.33,249.29,182018.77,468.11,221.94
2020-09-24 02:00:00-04:00,735218.99,153.9,252.65,182008.77,466.92,226.68
2020-09-25 02:00:00-04:00,735297.04,157.46,255.28,182013.17,467.63,229.83
2020-09-26 02:00:00-04:00,691211.11,160.79,262.79,182027.39,470.25,235.04
2020-09-27 02:00:00-04:00,707386.15,154.78,256.86,181992.17,468.45,229.62
2020-09-28 02:00:00-04:00,697656.38,153.84,255.93,181987.2,468.32,228.2
2020-09-29 02:00:00-04:00,698601.48,153.97,256.16,182016.08,468.42,228.13
2020-09-30 02:00:00-04:00,731579.7,159.13,256.54,182027.96,468.52,231.15
2020-10-01 02:00:00-04:00,735250.67,161.49,258.38,182014.7,469.45,233.53
2020-10-02 02:00:00-04:00,645741.57,162.59,266.95,182002.78,467.53,238.1
2020-10-03 02:00:00-04:00,603734.7,184.43,287.84,181966.0,467.07,261.86
2020-10-04 02:00:00-04:00,603785.88,197.62,299.46,182012.74,473.2,274.88
2020-10-05 02:00:00-04:00,603719.39,198.48,301.76,181979.83,477.41,276.77
2020-10-06 02:00:00-04:00,606559.04,190.11,297.73,181999.81,476.52,271.68
2020-10-07 02:00:00-04:00,702385.82,169.25,269.65,182015.52,472.46,244.39
2020-10-08 02:00:00-04:00,735183.83,162.91,261.9,181974.52,474.94,236.66
2020-10-09 02:00:00-04:00,735207.68,155.54,255.7,181998.11,472.31,230.1
2020-10-10 02:00:00-04:00,735241.2,160.46,258.78,181997.14,471.9,234.16
2020-10-11 02:00:00-04:00,735240.08,164.35,258.87,181998.58,467.12,235.68
2020-10-12 02:00:00-04:00,735168.02,170.36,263.97,181992.51,469.11,241.6
2020-10-13 02:00:00-04:00,735189.82,167.75,264.45,181992.22,473.69,241.42
2020-10-14 02:00:00-04:00,735235.01,180.41,279.65,181988.33,482.18,258.05
2020-10-15 02:00:00-04:00,735286.14,183.92,284.6,181981.83,485.75,263.41
2020-10-16 02:00:00-04:00,698357.09,179.96,284.0,182007.87,484.29,260.32
2020-10-17 02:00:00-04:00,580924.72,167.05,283.58,182017.59,481.26,249.43
2020-10-18 02:00:00-04:00,724715.62,169.97,272.5,182016.28,486.9,246.82
2020-10-19 02:00:00-04:00,735215.1,165.72,268.99,181984.63,487.65,243.25
2020-10-20 02:00:00-04:00,735241.31,164.49,264.97,182002.18,482.26,240.66
2020-10-21 02:00:00-04:00,735170.37,167.51,267.31,182024.34,479.78,244.17
2020-10-22 02:00:00-04:00,735234.45,169.7,271.48,181972.54,485.12,247.99
2020-10-23 02:00:00-04:00,734130.08,178.2,281.04,182012.65,489.75,258.75
2020-10-24 02:00:00-04:00,710509.24,189.44,289.98,182016.82,488.37,268.57
2020-10-25 02:00:00-04:00,730355.46,195.32,294.73,181994.18,493.37,274.69
2020-10-26 02:00:00-04:00,735260.55,191.77,292.59,181992.77,493.31,272.39
2020-10-27 02:00:00-04:00,735239.21,180.54,284.09,182006.21,491.27,262.45
2020-10-28 02:00:00-04:00,735206.2,161.5,269.2,181984.27,490.86,243.76
2020-10-29 02:00:00-04:00,735154.35,155.22,264.33,181998.93,490.88,237.96
2020-10-30 02:00:00-04:00,735345.82,162.16,270.09,182002.93,492.34,244.69
2020-10-31 02:00:00-04:00,735227.9,174.11,279.76,182020.02,493.46,256.73
2020-11-01 01:00:00-05:00,735323.71,176.81,283.58,181993.85,495.96,260.97
2020-11-02 01:00:00-05:00,735226.41,185.76,290.45,182001.85,497.91,269.56
2020-11-03 01:00:00-05:00,735247.86,193.68,296.16,182022.3,499.76,276.24
2020-11-04 01:00:00-05:00,735142.43,186.42,292.6,182008.74,500.51,271.51
2020-11-05 01:00:00-05:00,735258.45,183.57,290.43,181994.04,499.41,269.2
2020-11-06 01:00:00-05:00,735261.68,185.36,290.77,181996.33,498.89,270.14
2020-11-07 01:00:00-05:00,735179.89,191.21,294.97,182026.92,500.29,275.2
2020-11-08 01:00:00-05:00,735261.22,191.66,294.57,182017.53,499.17,274.81
2020-11-09 01:00:00-05:00,735206.61,186.06,290.86,181989.9,498.12,270.57
2020-11-10 01:00:00-05:00,735216.38,182.63,289.57,181966.91,500.44,268.81
2020-11-11 01:00:00-05:00,735314.75,182.89,290.9,182006.76,502.97,269.85
2020-11-12 01:00:00-05:00,735283.53,180.17,288.91,181985.98,502.71,267.64
2020-11-13 01:00:00-05:00,735248.93,184.44,292.82,182016.83,503.87,272.31
2020-11-14 01:00:00-05:00,735231.22,186.61,292.96,181978.92,501.68,273.04
2020-11-15 01:00:00-05:00,735203.33,179.88,287.89,182008.73,499.14,267.61
2020-11-16 01:00:00-05:00,735283.63,179.38,286.08,182000.08,498.55,266.32
2020-11-17 01:00:00-05:00,735260.09,177.02,285.86,181995.8,500.17,265.5
2020-11-18 01:00:00-05:00,735225.59,178.61,288.4,182002.81,502.7,267.93
2020-11-19 01:00:00-05:00,735229.23,173.18,284.11,182001.34,502.31,262.78
2020-11-20 01:00:00-05:00,735202.56,169.66,282.0,181993.61,503.41,259.88
2020-11-21 01:00:00-05:00,735213.93,179.96,289.86,182001.92,505.14,269.51
2020-11-22 01:00:00-05:00,735266.8,173.77,286.27,182010.59,503.23,265.3
2020-11-23 01:00:00-05:00,735258.15,159.18,273.82,182022.58,500.42,250.51
2020-11-24 01:00:00-05:00,683415.09,148.45,270.07,191608.81,485.83,244.07
2020-11-25 01:00:00-05:00,661571.35,148.27,259.14,182013.78,473.15,234.38
2020-11-26 01:00:00-05:00,698718.73,127.32,242.05,182005.02,468.97,215.64
2020-11-27 01:00:00-05:00,634838.84,132.37,257.25,182008.33,473.37,227.27
2020-11-28 01:00:00-05:00,603698.21,138.85,266.19,181993.68,480.0,233.63
2020-11-29 01:00:00-05:00,619050.37,127.76,259.79,181992.34,485.68,226.48
2020-11-30 01:00:00-05:00,687581.6,130.38,253.25,182002.67,487.45,224.33
2020-12-01 01:00:00-05:00,735202.41,142.7,254.68,182004.22,488.81,229.86
2020-12-02 01:00:00-05:00,724615.98,144.77,261.0,196344.31,485.6,233.7
2020-12-03 01:00:00-05:00,702397.18,151.22,271.12,210006.45,486.73,241.29
2020-12-04 01:00:00-05:00,716920.32,149.77,269.57,210003.08,488.56,239.76
2020-12-05 01:00:00-05:00,731520.84,155.72,271.08,209985.36,487.88,243.47
2020-12-06 01:00:00-05:00,725870.05,158.11,272.27,210010.6,485.3,245.37
2020-12-07 01:00:00-05:00,697570.96,157.83,273.26,210007.05,481.79,246.1
2020-12-08 01:00:00-05:00,717693.5,163.45,275.82,210002.84,483.66,250.16
2020-12-09 01:00:00-05:00,735234.81,168.89,276.26,210034.22,481.99,252.77
2020-12-10 01:00:00-05:00,735267.67,173.8,279.34,209997.87,481.74,256.69
2020-12-11 01:00:00-05:00,735186.65,181.22,285.33,209989.59,483.02,263.99
2020-12-12 01:00:00-05:00,735199.08,186.91,290.69,209999.58,483.85,270.69
2020-12-13 01:00:00-05:00,735186.75,194.68,296.97,209994.44,483.82,279.01
2020-12-14 01:00:00-05:00,735269.92,194.54,297.71,209984.53,484.78,279.66
2020-12-15 01:00:00-05:00,735357.9,189.25,295.53,209980.02,486.82,276.32
2020-12-16 01:00:00-05:00,735207.27,192.59,296.3,209970.38,484.06,278.34
2020-12-17 01:00:00-05:00,735147.85,180.08,287.59,209999.57,485.37,266.43
2020-12-18 01:00:00-05:00,728337.57,174.43,283.86,210015.52,485.52,261.27
2020-12-19 01:00:00-05:00,722181.11,187.18,294.87,209975.73,487.27,274.59
2020-12-20 01:00:00-05:00,735288.8,196.71,301.12,209979.62,490.14,283.21
2020-12-21 01:00:00-05:00,735215.26,202.03,308.61,210012.18,499.87,290.27
2020-12-22 01:00:00-05:00,735225.9,202.03,311.99,210007.3,506.35,292.91
2020-12-23 01:00:00-05:00,735194.89,197.63,310.32,210002.08,507.52,290.37
2020-12-24 01:00:00-05:00,735234.81,187.99,304.38,209990.1,506.3,283.21
2020-12-25 01:00:00-05:00,735222.52,187.07,304.02,210006.05,506.76,282.87
2020-12-26 01:00:00-05:00,735168.84,188.92,304.78,210033.04,507.53,284.07
2020-12-27 01:00:00-05:00,735187.72,187.77,304.17,209985.02,507.61,283.49
2020-12-28 01:00:00-05:00,735195.96,189.34,309.33,224121.09,505.88,287.29
2020-12-29 01:00:00-05:00,735273.91,186.25,303.15,210026.04,505.0,282.84
2020-12-30 01:00:00-05:00,723559.05,185.91,304.11,209984.21,506.14,283.06
2020-12-31 01:00:00-05:00,711057.13,188.07,305.26,209990.04,505.18,284.04
2021-01-01 01:00:00-05:00,714209.64,190.88,306.74,210013.05,504.91,286.26
2021-01-02 01:00:00-05:00,717701.49,192.56,307.53,209998.38,505.6,287.5
2021-01-03 01:00:00-05:00,717816.34,194.19,307.73,210014.09,505.04,288.17
2021-01-04 01:00:00-05:00,721963.75,191.95,306.61,209988.18,506.28,286.97
2021-01-05 01:00:00-05:00,724450.3,193.15,306.08,210016.95,504.54,287.19
2021-01-06 01:00:00-05:00,724482.09,196.48,306.71,209965.22,501.07,288.94
2021-01-07 01:00:00-05:00,724542.38,200.94,308.9,210017.44,499.79,292.06
2021-01-08 01:00:00-05:00,724552.1,203.3,309.86,210025.65,499.56,293.58
2021-01-09 01:00:00-05:00,728680.32,204.08,310.76,210008.81,501.39,294.42
2021-01-10 01:00:00-05:00,726325.71,203.91,311.05,209996.94,503.89,294.32
2021-01-11 01:00:00-05:00,724534.5,206.02,312.37,209988.78,504.63,295.88
2021-01-12 01:00:00-05:00,724619.46,205.12,312.08,210027.2,504.4,295.5
2021-01-13 01:00:00-05:00,724544.63,205.46,312.82,210001.08,505.08,296.28
2021-01-14 01:00:00-05:00,724542.63,196.72,307.75,209981.65,503.79,290.23
2021-01-15 01:00:00-05:00,724496.32,192.47,306.01,209990.55,503.98,287.92
2021-01-16 01:00:00-05:00,724583.73,193.35,306.44,209993.5,503.82,288.68
2021-01-17 01:00:00-05:00,724513.51,192.22,305.67,210000.62,502.15,288.12
2021-01-18 01:00:00-05:00,715055.35,191.82,307.21,210019.06,504.55,288.77
2021-01-19 01:00:00-05:00,684228.71,197.78,316.54,210003.32,511.78,296.55
2021-01-20 01:00:00-05:00,661530.71,201.33,320.85,209965.78,511.54,300.37
2021-01-21 01:00:00-05:00,697741.85,199.3,317.28,210011.17,514.86,297.85
2021-01-22 01:00:00-05:00,697595.32,197.26,315.55,210007.38,514.18,296.14
2021-01-23 01:00:00-05:00,685595.33,195.22,315.16,209966.83,513.31,295.07
2021-01-24 01:00:00-05:00,665133.82,198.46,322.01,209996.59,518.01,301.0
2021-01-25 01:00:00-05:00,657418.71,196.03,323.6,210016.36,521.61,301.49
2021-01-26 01:00:00-05:00,657414.72,196.94,324.25,210022.53,522.5,302.29
2021-01-27 01:00:00-05:00,670163.99,198.69,324.43,210008.14,524.71,303.15
2021-01-28 01:00:00-05:00,670810.46,199.78,324.91,210009.77,525.9,303.76
2021-01-29 01:00:00-05:00,670796.02,202.9,326.51,210019.04,525.71,305.92
2021-01-30 01:00:00-05:00,670764.65,201.9,325.64,209991.31,524.92,305.14
2021-01-31 01:00:00-05:00,670805.29,201.68,325.38,209997.66,524.46,305.11
2021-02-01 01:00:00-05:00,670755.39,202.85,325.98,210018.4,524.45,306.02
2021-02-02 01:00:00-05:00,674007.91,203.48,325.9,209998.39,523.53,306.49
2021-02-03 01:00:00-05:00,671563.88,200.27,323.04,209994.62,520.13,303.51
2021-02-04 01:00:00-05:00,670897.92,206.08,326.32,209980.12,520.91,307.7
2021-02-05 01:00:00-05:00,670962.62,205.57,325.92,210002.15,521.65,307.12
2021-02-06 01:00:00-05:00,668289.2,209.12,328.77,210004.31,522.72,310.36
2021-02-07 01:00:00-05:00,668407.38,211.06,328.92,209994.97,522.18,311.14
2021-02-08 01:00:00-05:00,665452.88,209.41,328.24,210000.82,521.5,310.24
2021-02-09 01:00:00-05:00,670706.2,207.76,326.81,209997.37,520.2,309.09
2021-02-10 01:00:00-05:00,670816.49,204.89,325.72,209996.93,520.49,307.49
2021-02-11 01:00:00-05:00,670721.2,197.63,321.7,210023.44,519.92,302.38
2021-02-12 01:00:00-05:00,670842.55,190.96,317.42,209985.56,518.85,297.19
2021-02-13 01:00:00-05:00,670757.94,192.68,318.81,209995.81,520.15,298.77
2021-02-14 01:00:00-05:00,657374.95,195.57,319.11,210010.21,517.51,299.85
2021-02-15 01:00:00-05:00,660025.18,195.84,319.55,210015.09,517.53,300.53
2021-02-16 01:00:00-05:00,674521.81,200.97,322.3,209971.42,520.34,304.4
2021-02-17 01:00:00-05:00,677531.43,203.83,323.93,210005.19,521.63,306.5
2021-02-18 01:00:00-05:00,677525.34,208.9,326.69,210001.2,522.43,310.03
2021-02-19 01:00:00-05:00,677588.91,216.55,330.55,209972.59,523.03,315.01
2021-02-20 01:00:00-05:00,677597.3,221.55,332.91,209999.76,522.35,318.2
2021-02-21 01:00:00-05:00,679876.37,218.93,331.08,210004.92,521.54,316.23
2021-02-22 01:00:00-05:00,680851.92,213.05,328.85,210002.49,522.71,313.01
2021-02-23 01:00:00-05:00,689288.31,211.11,328.34,210006.13,525.28,312.37
2021-02-24 01:00:00-05:00,716927.13,207.49,319.98,209985.42,518.47,305.55
2021-02-25 01:00:00-05:00,711217.58,209.79,320.6,210005.26,516.88,306.67
2021-02-26 01:00:00-05:00,722830.29,210.14,320.7,209982.63,518.12,307.23
2021-02-27 01:00:00-05:00,695741.77,212.19,323.9,210020.65,516.89,309.86
2021-02-28 01:00:00-05:00,693211.1,210.7,318.32,209996.4,507.77,305.4
2021-03-01 01:00:00-05:00,720748.31,204.47,310.3,209984.28,505.12,298.39
2021-03-02 01:00:00-05:00,735189.05,199.68,304.35,210043.82,502.27,293.12
2021-03-03 01:00:00-05:00,735178.36,196.08,302.85,210000.82,502.61,290.76
2021-03-04 01:00:00-05:00,735211.52,192.68,301.88,209999.97,503.83,289.18
2021-03-05 01:00:00-05:00,735234.65,190.49,300.44,210026.84,503.45,287.79
2021-03-06 02:00:00-05:00,735225.03,195.77,303.32,209997.04,503.65,291.55
2021-03-07 02:00:00-05:00,734369.24,203.99,308.02,210000.45,503.87,297.55
2021-03-08 02:00:00-05:00,735198.73,206.78,309.5,210021.33,503.41,299.6
2021-03-09 02:00:00-05:00,728436.29,209.06,310.98,209998.33,502.74,301.42
2021-03-10 02:00:00-05:00,727090.91,208.59,311.63,210006.12,503.47,302.0
2021-03-11 02:00:00-05:00,728501.7,204.14,308.21,210005.65,501.29,298.21
2021-03-12 02:00:00-05:00,728533.28,203.02,307.37,210007.12,501.37,297.24
2021-03-13 02:00:00-05:00,733467.85,203.44,307.78,210018.31,501.93,298.0
2021-03-14 03:00:00-04:00,735227.13,203.9,306.95,210006.6,500.51,297.58
2021-03-15 03:00:00-04:00,730869.57,207.74,309.79,209992.76,502.12,300.89
2021-03-16 03:00:00-04:00,724527.18,209.07,308.78,210013.78,497.29,300.57
2021-03-17 03:00:00-04:00,724459.67,208.57,309.33,210004.97,498.9,300.88
2021-03-18 03:00:00-04:00,724513.36,203.5,305.92,210024.78,496.43,297.01
2021-03-19 03:00:00-04:00,724496.47,203.75,305.53,209969.27,495.3,297.16
2021-03-20 03:00:00-04:00,717153.19,209.24,310.28,210011.46,495.78,302.66
2021-03-21 03:00:00-04:00,704498.96,213.93,315.11,210026.72,499.88,307.21
2021-03-22 03:00:00-04:00,673881.7,207.09,310.73,204631.82,494.25,301.58
2021-03-23 03:00:00-04:00,680592.64,201.14,307.86,204646.59,495.41,298.05
2021-03-24 03:00:00-04:00,731303.68,196.63,305.85,209999.45,504.7,295.46
2021-03-25 03:00:00-04:00,735175.28,202.56,308.62,209992.46,506.21,299.31
2021-03-26 03:00:00-04:00,735237.57,204.07,309.22,210010.5,506.0,300.29
2021-03-27 03:00:00-04:00,735243.25,203.21,308.51,209991.5,505.71,299.66
2021-03-28 03:00:00-04:00,730700.78,203.13,308.54,210000.25,505.48,299.84
2021-03-29 03:00:00-04:00,730269.12,203.41,307.72,210044.53,503.01,299.59
2021-03-30 03:00:00-04:00,733954.88,202.51,307.61,210008.2,503.26,299.68
2021-03-31 03:00:00-04:00,734808.42,197.99,304.07,210033.55,501.14,296.0
2021-04-01 03:00:00-04:00,735230.25,199.42,304.22,210006.61,501.72,296.38
2021-04-02 03:00:00-04:00,735213.47,192.93,299.88,209965.58,501.0,291.28
2021-04-03 03:00:00-04:00,734792.61,188.73,298.32,210008.92,501.35,289.16
2021-04-04 03:00:00-04:00,536683.25,177.76,299.78,210002.43,469.65,284.07
2021-04-05 03:00:00-04:00,596681.15,195.44,312.94,209988.42,492.28,299.22
2021-04-06 03:00:00-04:00,710409.54,197.8,303.89,210025.29,496.62,296.1
2021-04-07 03:00:00-04:00,705508.34,202.27,305.98,210012.34,494.61,298.83
2021-04-08 03:00:00-04:00,700290.49,210.07,310.5,209987.49,494.36,304.37
2021-04-09 03:00:00-04:00,725867.39,209.93,308.85,209991.43,495.45,303.41
2021-04-10 03:00:00-04:00,735196.88,215.3,310.8,209988.68,495.57,306.62
2021-04-11 03:00:00-04:00,735269.87,213.65,310.41,209998.08,497.36,305.97
2021-04-12 03:00:00-04:00,735198.52,209.44,307.9,210011.18,497.85,302.93
2021-04-13 03:00:00-04:00,735178.15,205.93,305.42,210013.23,495.95,300.23
2021-04-14 03:00:00-04:00,735172.16,198.2,300.93,209981.89,495.2,294.81
2021-04-15 03:00:00-04:00,735236.09,200.72,301.97,209961.78,494.64,296.51
2021-04-16 03:00:00-04:00,735206.5,204.26,303.73,210001.77,495.27,299.03
2021-04-17 03:00:00-04:00,735224.72,205.8,305.56,210027.98,497.26,300.78
2021-04-18 03:00:00-04:00,735182.24,202.33,303.39,209992.14,496.87,298.1
2021-04-19 03:00:00-04:00,735230.97,201.73,303.04,209990.88,496.97,297.74
2021-04-20 03:00:00-04:00,735154.35,202.57,303.45,210009.23,496.72,298.5
2021-04-21 03:00:00-04:00,735101.17,202.74,304.21,209977.73,498.62,299.06
2021-04-22 03:00:00-04:00,735254.92,201.82,303.87,209960.85,498.54,298.6
2021-04-23 03:00:00-04:00,735237.47,203.58,305.07,209979.19,498.89,300.12
