,Cold Liquid Flow HX (F4E0087D-100A-4B8D-9FBB-13F09BFC7AB4),T Cold In HX (A5445D3C-FAA5-463C-A34B-A1DB00E93819),T Cold Out HX (D5168D10-88DD-459C-BABA-E4A43159A0D7),Hot Liquid Flow HX (317538A4-FEA2-401A-A73B-4D1ABBDB51E6),T Hot in HX (4AB87B32-C128-461C-BB67-8D1B14074BD0),T Hot out HX (8D5B6208-6FF3-4619-A108-83673AE5F797)
2022-03-10 01:00:00-05:00,536638.42,191.25,328.35,196016.88,486.37,264.2
2022-03-11 01:00:00-05:00,536632.89,193.1,327.68,196014.7,483.56,264.41
2022-03-12 01:00:00-05:00,536643.07,196.31,330.95,195987.27,482.55,269.44
2022-03-13 01:00:00-05:00,602496.9,194.28,318.96,195977.68,481.35,260.97
2022-03-14 02:00:00-04:00,734380.19,185.54,301.46,207347.06,483.8,245.91
2022-03-15 02:00:00-04:00,737939.13,185.72,311.98,224003.75,495.85,252.04
2022-03-16 02:00:00-04:00,737894.86,183.9,312.98,224007.83,499.68,252.33
2022-03-17 02:00:00-04:00,736747.96,188.6,315.76,224013.6,501.62,255.17
2022-03-18 02:00:00-04:00,736652.56,190.51,319.66,224018.23,504.45,259.64
2022-03-19 02:00:00-04:00,735672.04,192.76,324.76,214852.79,507.47,268.07
2022-03-20 02:00:00-04:00,735273.65,190.13,320.17,210030.82,507.03,263.74
2022-03-21 02:00:00-04:00,735180.04,193.96,322.56,210001.91,505.53,267.65
2022-03-22 02:00:00-04:00,735249.8,192.21,320.81,209987.62,504.1,266.08
2022-03-23 02:00:00-04:00,735232.3,190.05,318.47,209980.54,505.04,262.71
2022-03-24 02:00:00-04:00,735265.41,192.1,320.21,210017.09,503.19,265.67
2022-03-25 02:00:00-04:00,735221.4,194.72,319.98,209992.65,498.91,266.64
2022-03-26 02:00:00-04:00,735219.71,196.12,319.98,210032.44,498.25,267.17
2022-03-27 02:00:00-04:00,655316.53,199.08,331.63,210013.67,498.25,275.39
2022-03-28 02:00:00-04:00,509871.46,210.54,354.34,209994.51,495.64,292.95
2022-03-29 02:00:00-04:00,232829.94,182.62,279.35,189345.62,342.32,243.36
2022-03-30 02:00:00-04:00,89172.89,164.3,234.04,170879.52,252.04,209.34
2022-03-31 02:00:00-04:00,272442.34,175.86,263.03,130628.36,363.4,228.48
2022-04-01 02:00:00-04:00,536645.89,196.09,320.22,165947.3,493.44,263.2
2022-04-02 02:00:00-04:00,536632.48,202.18,339.12,199404.51,498.51,276.32
2022-04-03 02:00:00-04:00,547862.05,204.35,336.7,200111.02,494.85,276.05
2022-04-04 02:00:00-04:00,563548.47,201.82,332.88,199971.75,493.75,272.83
2022-04-05 02:00:00-04:00,563487.26,197.52,330.73,199847.1,493.97,269.96
2022-04-06 02:00:00-04:00,563355.21,196.09,330.05,200241.11,494.36,269.13
2022-04-07 02:00:00-04:00,591662.95,193.44,325.41,199713.68,495.84,265.53
2022-04-08 02:00:00-04:00,643112.99,192.91,322.37,202518.98,501.88,263.89
2022-04-09 02:00:00-04:00,643884.33,193.19,325.41,212430.92,501.3,265.56
2022-04-10 02:00:00-04:00,643967.45,198.51,328.74,212820.02,502.54,269.53
2022-04-11 02:00:00-04:00,643938.94,201.04,329.81,212208.68,502.58,271.11
2022-04-12 02:00:00-04:00,643959.87,204.57,330.64,207047.05,503.81,273.47
2022-04-13 02:00:00-04:00,643808.79,210.73,337.07,196013.77,507.7,284.53
2022-04-14 02:00:00-04:00,643158.03,205.87,334.12,195974.04,508.56,280.72
2022-04-15 02:00:00-04:00,643972.26,200.52,330.39,196028.77,505.64,277.52
2022-04-16 02:00:00-04:00,642593.87,194.42,324.95,195975.36,501.18,271.95
2022-04-17 02:00:00-04:00,640250.05,186.21,320.76,196028.36,500.99,265.76
2022-04-18 02:00:00-04:00,643999.08,189.25,322.87,196000.87,504.08,267.63
2022-04-19 02:00:00-04:00,644003.02,194.9,325.22,196006.81,500.44,272.29
2022-04-20 02:00:00-04:00,644082.91,194.38,324.78,196023.0,499.74,272.23
2022-04-21 02:00:00-04:00,652937.4,198.53,326.27,196002.33,499.9,274.74
2022-04-22 02:00:00-04:00,716768.36,200.48,323.72,196990.15,506.1,274.68
2022-04-23 02:00:00-04:00,727461.92,202.95,320.77,196025.87,505.3,272.4
2022-04-24 02:00:00-04:00,662253.64,191.3,317.92,196005.39,502.19,264.62
2022-04-25 02:00:00-04:00,664986.62,189.89,318.27,195994.9,499.27,265.93
2022-04-26 02:00:00-04:00,715575.75,186.45,314.96,196003.23,506.87,264.03
2022-04-27 02:00:00-04:00,711192.35,194.94,320.37,196032.57,509.0,270.34
2022-04-28 02:00:00-04:00,711499.48,192.46,315.41,196007.95,510.13,263.49
2022-04-29 03:00:00-04:00,703899.99,189.92,311.8,196022.14,508.77,258.6
2022-04-30 03:00:00-04:00,734801.0,193.34,314.16,196004.89,509.16,264.18
2022-05-01 03:00:00-04:00,735226.93,189.41,315.15,196012.77,510.61,265.68
2022-05-02 03:00:00-04:00,721012.97,186.19,311.36,196001.7,507.79,260.71
2022-05-03 03:00:00-04:00,724562.39,174.94,298.09,196002.31,505.32,245.19
2022-05-04 03:00:00-04:00,736171.15,183.27,309.1,196014.68,510.43,259.16
2022-05-05 03:00:00-04:00,735255.48,195.56,319.2,195995.03,514.07,270.85
2022-05-06 03:00:00-04:00,735213.26,195.12,317.51,195981.48,512.82,268.81
2022-05-07 03:00:00-04:00,735277.24,197.83,320.05,196007.23,511.44,272.45
2022-05-08 03:00:00-04:00,730596.88,195.69,317.89,196026.72,508.5,270.02
2022-05-09 03:00:00-04:00,732000.3,197.62,319.99,195980.45,509.49,272.6
2022-05-10 03:00:00-04:00,735334.66,202.17,322.26,195977.27,511.16,275.25
2022-05-11 03:00:00-04:00,735261.01,194.43,316.5,196016.73,509.53,268.74
2022-05-12 03:00:00-04:00,735297.91,188.91,312.77,196017.94,509.4,264.21
2022-05-13 03:00:00-04:00,720906.87,192.93,315.7,195977.31,507.9,267.29
2022-05-14 03:00:00-04:00,734210.43,196.75,317.76,195985.64,511.01,270.04
2022-05-15 03:00:00-04:00,735272.17,199.66,320.72,195998.11,512.22,274.15
2022-05-16 03:00:00-04:00,735307.48,196.59,319.14,195970.27,512.28,272.3
2022-05-17 03:00:00-04:00,726624.61,193.58,317.36,196024.28,509.67,270.21
2022-05-18 03:00:00-04:00,735147.44,195.37,316.11,195964.71,507.72,270.0
2022-05-19 03:00:00-04:00,732607.86,198.05,315.99,195979.43,504.84,270.86
2022-05-20 03:00:00-04:00,734718.5,197.68,317.55,195978.34,508.77,272.07
2022-05-21 03:00:00-04:00,735347.71,194.46,315.24,195919.52,507.97,269.51
2022-05-22 03:00:00-04:00,735248.32,195.52,316.4,196033.38,508.45,270.96
2022-05-23 03:00:00-04:00,735199.9,192.04,314.1,195059.12,507.32,268.59
2022-05-24 03:00:00-04:00,732351.96,190.82,313.93,195989.21,507.1,268.19
2022-05-25 03:00:00-04:00,735267.2,193.73,314.17,196030.96,503.35,269.31
2022-05-26 03:00:00-04:00,735210.5,194.81,312.9,196006.38,498.94,268.89
2022-05-27 03:00:00-04:00,735250.72,196.3,313.24,195996.28,499.6,269.52
2022-05-28 03:00:00-04:00,681205.53,214.53,326.92,195997.03,497.94,283.94
2022-05-29 03:00:00-04:00,735163.92,206.04,318.24,195995.29,500.39,276.17
2022-05-30 03:00:00-04:00,735306.77,204.54,316.76,195955.18,500.19,274.89
2022-05-31 03:00:00-04:00,735198.06,208.04,318.45,196038.92,500.79,277.2
2022-06-01 03:00:00-04:00,735186.24,209.61,319.78,195980.0,501.19,278.81
2022-06-02 03:00:00-04:00,735298.99,193.46,310.27,196005.37,499.03,267.23
2022-06-03 03:00:00-04:00,735300.68,192.65,309.32,195994.41,498.51,266.29
2022-06-04 03:00:00-04:00,735302.37,182.7,302.72,196028.82,496.34,258.33
2022-06-05 03:00:00-04:00,725635.08,178.52,299.69,195979.91,495.54,254.16
2022-06-06 03:00:00-04:00,735220.48,196.13,309.73,196011.96,497.91,267.9
2022-06-07 03:00:00-04:00,735231.22,199.59,310.53,195999.0,498.26,269.23
2022-06-08 03:00:00-04:00,735209.42,188.36,303.79,195995.61,498.48,260.9
2022-06-09 03:00:00-04:00,735188.59,171.74,289.55,196023.7,496.98,243.2
2022-06-10 03:00:00-04:00,735238.03,176.16,291.88,195985.65,497.44,246.35
2022-06-11 03:00:00-04:00,735344.13,177.89,295.14,196025.28,497.18,250.84
2022-06-12 03:00:00-04:00,735319.72,178.23,292.64,201561.48,494.64,247.59
2022-06-13 03:00:00-04:00,735186.39,182.28,297.04,213380.5,492.95,251.41
2022-06-14 03:00:00-04:00,720457.15,167.02,287.22,210006.45,489.58,239.14
2022-06-15 03:00:00-04:00,697622.55,188.61,301.14,210009.14,487.53,255.48
2022-06-16 03:00:00-04:00,698750.82,192.29,304.23,209990.44,489.23,258.95
2022-06-17 03:00:00-04:00,721058.21,176.95,292.95,210017.73,488.62,246.7
2022-06-18 03:00:00-04:00,735225.24,181.17,294.45,210006.68,489.6,249.6
2022-06-19 03:00:00-04:00,728685.65,194.19,303.87,209940.13,491.62,260.71
2022-06-20 03:00:00-04:00,732277.14,202.02,311.12,213360.8,492.99,269.75
2022-06-21 03:00:00-04:00,733976.38,203.87,311.48,209999.45,493.53,270.87
2022-06-22 03:00:00-04:00,735183.01,200.79,309.4,210022.45,492.25,268.1
2022-06-23 03:00:00-04:00,735295.56,189.83,304.06,209990.65,494.2,260.64
2022-06-24 03:00:00-04:00,735085.87,193.18,307.82,209978.74,491.64,266.37
2022-06-25 03:00:00-04:00,734471.86,190.61,303.79,209986.9,490.88,261.62
2022-06-26 03:00:00-04:00,734593.67,183.46,298.48,210015.72,490.64,255.24
2022-06-27 03:00:00-04:00,734616.03,186.64,300.51,210024.69,491.16,257.77
2022-06-28 03:00:00-04:00,734538.34,190.57,303.09,209994.84,492.05,260.84
2022-06-29 03:00:00-04:00,734482.76,194.36,305.7,210000.54,493.19,263.99
2022-06-30 03:00:00-04:00,734060.11,194.84,306.78,209990.23,494.96,264.81
2022-07-01 03:00:00-04:00,732540.56,201.46,310.7,209995.14,495.02,269.73
2022-07-02 03:00:00-04:00,734702.53,197.9,308.23,209994.23,493.7,267.21
2022-07-03 03:00:00-04:00,735245.04,196.87,308.16,209983.12,492.55,267.52
2022-07-04 03:00:00-04:00,735259.22,207.7,315.84,209984.38,493.5,277.47
2022-07-05 03:00:00-04:00,735200.21,214.61,321.81,209980.16,492.85,285.41
2022-07-06 03:00:00-04:00,735255.28,215.58,323.59,209967.79,493.87,286.88
2022-07-07 03:00:00-04:00,735181.68,213.49,322.89,210004.83,493.89,285.79
2022-07-08 03:00:00-04:00,735241.46,214.64,324.02,210003.65,494.85,286.8
2022-07-09 03:00:00-04:00,735144.42,216.17,325.05,210004.67,495.54,287.99
2022-07-10 03:00:00-04:00,735286.4,215.16,324.13,210032.47,495.83,287.0
2022-07-11 03:00:00-04:00,735194.32,194.17,311.13,209989.26,492.52,271.95
2022-07-12 03:00:00-04:00,735276.37,196.01,312.0,210000.59,492.0,273.12
2022-07-13 03:00:00-04:00,564821.23,201.74,315.68,187258.56,464.8,275.78
2022-07-14 03:00:00-04:00,101325.09,161.29,211.44,145909.61,231.43,203.88
2022-07-15 03:00:00-04:00,87319.75,168.48,213.93,146033.54,229.51,210.13
2022-07-16 03:00:00-04:00,63123.3,166.44,217.06,156772.76,229.28,214.22
2022-07-17 03:00:00-04:00,87220.47,158.89,212.3,159138.72,228.57,206.18
2022-07-18 03:00:00-04:00,374167.0,183.98,305.42,181216.53,425.59,262.96
2022-07-19 03:00:00-04:00,536662.37,208.15,346.7,214937.84,490.77,297.87
2022-07-20 03:00:00-04:00,667023.76,208.32,330.77,221101.26,491.3,287.53
2022-07-21 03:00:00-04:00,733667.4,211.8,324.84,213773.72,492.31,286.72
2022-07-22 03:00:00-04:00,735291.41,207.78,322.26,208594.24,493.4,284.49
2022-07-23 03:00:00-04:00,735283.17,186.31,308.47,209651.3,488.88,268.12
2022-07-24 03:00:00-04:00,735318.74,190.38,311.9,210005.26,490.97,271.76
2022-07-25 03:00:00-04:00,735208.4,174.64,297.88,210011.29,491.15,253.21
2022-07-26 03:00:00-04:00,735373.86,185.57,307.17,210031.81,491.69,265.26
2022-07-27 03:00:00-04:00,735193.81,189.07,311.7,209990.62,492.2,271.13
2022-07-28 03:00:00-04:00,735299.24,186.15,309.85,210023.12,491.18,269.06
2022-07-29 03:00:00-04:00,735150.82,174.79,302.06,210007.96,489.36,260.49
2022-07-30 03:00:00-04:00,735245.3,180.68,302.57,209987.68,484.73,262.66
2022-07-31 03:00:00-04:00,735237.32,190.81,306.69,210040.27,483.07,268.57
2022-08-01 03:00:00-04:00,735067.19,185.98,304.0,210001.04,482.57,265.46
2022-08-02 03:00:00-04:00,734990.22,176.9,299.28,210019.92,483.13,259.54
2022-08-03 03:00:00-04:00,718846.8,174.34,297.98,210019.88,478.79,257.91
2022-08-04 03:00:00-04:00,730142.6,175.0,297.44,210008.37,479.32,258.05
2022-08-05 03:00:00-04:00,735238.24,172.34,293.5,209984.16,476.54,254.87
2022-08-06 03:00:00-04:00,735270.33,172.99,293.72,209990.68,477.16,254.89
2022-08-07 03:00:00-04:00,735180.81,167.16,290.21,209974.87,481.39,249.05
2022-08-08 03:00:00-04:00,735204.92,171.13,293.23,209972.08,485.73,251.48
2022-08-09 03:00:00-04:00,735313.22,164.24,288.48,210006.79,485.24,245.86
2022-08-10 03:00:00-04:00,735175.03,157.49,281.88,210010.13,485.78,237.22
2022-08-11 03:00:00-04:00,735298.17,167.92,285.67,209996.32,480.81,242.94
2022-08-12 03:00:00-04:00,735263.93,172.76,288.58,210022.59,482.04,246.61
2022-08-13 03:00:00-04:00,735262.6,188.88,301.18,210001.29,487.74,261.81
2022-08-14 03:00:00-04:00,735196.32,196.53,310.83,209963.34,492.62,272.97
2022-08-15 03:00:00-04:00,735219.15,171.57,291.18,209986.93,490.93,248.53
2022-08-16 03:00:00-04:00,735219.45,173.1,291.04,209989.52,488.67,249.13
2022-08-17 03:00:00-04:00,735330.26,179.71,294.92,210000.97,487.55,254.1
2022-08-18 03:00:00-04:00,735266.54,193.71,307.72,209985.46,488.35,271.06
2022-08-19 03:00:00-04:00,735179.69,202.32,312.98,209970.06,488.93,277.68
2022-08-20 03:00:00-04:00,658188.42,195.16,307.28,197517.32,478.07,270.4
2022-08-21 03:00:00-04:00,670833.33,207.73,241.71,90082.6,267.44,208.09
2022-08-22 03:00:00-04:00,26519.4,131.52,113.45,60954.17,81.44,89.18
2022-08-23 03:00:00-04:00,23110.18,110.38,89.54,50113.81,70.02,83.52
2022-08-24 03:00:00-04:00,19712.99,90.92,75.89,54250.82,66.95,79.98
2022-08-25 03:00:00-04:00,17994.47,72.58,67.05,51434.75,61.95,76.26
2022-08-26 03:00:00-04:00,18438.53,65.13,63.38,52547.68,70.85,73.97
2022-08-27 03:00:00-04:00,206655.02,157.0,199.06,78104.38,242.26,163.6
2022-08-28 03:00:00-04:00,597058.76,196.05,307.07,165482.99,481.92,272.7
2022-08-29 03:00:00-04:00,730819.82,195.73,304.08,187683.1,492.52,270.44
2022-08-30 03:00:00-04:00,735176.21,200.89,305.24,193823.68,483.17,273.32
2022-08-31 03:00:00-04:00,735226.87,199.77,303.58,182017.08,489.51,272.73
2022-09-01 03:00:00-04:00,725156.65,197.14,305.67,182007.15,497.93,273.65
2022-09-02 03:00:00-04:00,729690.88,193.12,306.36,182187.41,504.88,272.82
2022-09-03 03:00:00-04:00,670987.8,174.93,290.85,171978.54,503.65,252.51
2022-09-04 03:00:00-04:00,735268.79,161.19,278.45,181988.35,505.21,238.23
2022-09-05 03:00:00-04:00,735126.51,179.47,291.18,182025.54,502.38,254.91
2022-09-06 03:00:00-04:00,735315.11,194.64,301.4,182018.21,499.48,268.65
2022-09-07 03:00:00-04:00,731773.11,197.65,302.91,181998.5,498.44,270.91
2022-09-08 03:00:00-04:00,734938.47,197.12,301.38,181994.21,493.89,270.42
2022-09-09 02:00:00-04:00,707981.18,190.23,295.36,182001.47,488.24,262.29
2022-09-10 02:00:00-04:00,684747.73,186.89,291.18,181991.64,487.47,255.34
2022-09-11 02:00:00-04:00,732909.88,205.2,303.49,181983.69,492.71,273.26
2022-09-12 02:00:00-04:00,734142.05,205.98,304.18,181994.03,492.87,274.61
2022-09-13 02:00:00-04:00,735229.79,187.65,290.27,181996.43,489.76,258.27
2022-09-14 02:00:00-04:00,735261.63,186.41,289.3,181998.59,489.32,257.01
2022-09-15 02:00:00-04:00,735207.94,188.79,292.33,181997.4,490.7,260.71
2022-09-16 02:00:00-04:00,735179.23,176.24,282.65,182000.36,491.59,248.7
2022-09-17 02:00:00-04:00,735230.15,170.97,277.34,181998.22,487.47,242.89
2022-09-18 02:00:00-04:00,735238.8,173.41,279.23,182014.11,487.17,245.71
2022-09-19 02:00:00-04:00,735220.53,164.99,273.11,182040.63,488.02,237.94
2022-09-20 02:00:00-04:00,731755.4,164.91,273.84,182002.52,490.22,238.23
2022-09-21 02:00:00-04:00,735254.0,179.17,282.8,182016.28,489.38,249.69
2022-09-22 02:00:00-04:00,735177.79,198.4,299.88,182024.12,494.21,269.8
2022-09-23 02:00:00-04:00,735235.88,204.98,305.87,182005.71,496.77,276.37
2022-09-24 02:00:00-04:00,735172.01,211.23,310.41,181999.41,500.12,281.58
2022-09-25 02:00:00-04:00,735171.29,210.66,308.72,181995.07,498.92,280.33
2022-09-26 02:00:00-04:00,735152.46,211.37,310.05,181971.67,500.65,281.59
2022-09-27 02:00:00-04:00,735256.92,211.96,311.38,181987.05,502.04,282.82
2022-09-28 02:00:00-04:00,735208.3,218.07,315.07,181982.69,505.15,286.67
2022-09-29 02:00:00-04:00,727352.39,217.72,315.31,181992.0,506.25,286.48
2022-09-30 02:00:00-04:00,702695.2,208.36,311.78,181991.75,504.14,280.38
2022-10-01 02:00:00-04:00,732002.14,210.29,311.33,181995.38,507.31,281.46
2022-10-02 02:00:00-04:00,727502.45,216.11,315.9,181977.0,509.05,286.58
2022-10-03 02:00:00-04:00,705224.03,211.46,312.97,182003.15,503.31,282.59
2022-10-04 02:00:00-04:00,711071.41,190.25,297.42,181995.61,501.15,264.75
2022-10-05 02:00:00-04:00,711032.0,174.47,281.65,182007.88,494.55,246.76
2022-10-06 02:00:00-04:00,711161.43,167.66,276.36,182031.48,495.5,239.83
2022-10-07 02:00:00-04:00,711105.6,168.47,276.75,182011.04,495.87,240.45
2022-10-08 02:00:00-04:00,669524.34,167.52,279.2,181993.05,492.04,241.25
2022-10-09 02:00:00-04:00,711045.36,176.12,281.63,182025.09,495.65,247.26
2022-10-10 02:00:00-04:00,711133.9,189.08,294.02,181991.05,499.83,261.38
2022-10-11 02:00:00-04:00,711070.59,175.61,283.88,181972.85,500.09,248.64
2022-10-12 02:00:00-04:00,710836.95,158.86,271.63,182005.32,499.82,233.4
2022-10-13 02:00:00-04:00,711063.32,161.22,273.64,182003.81,501.07,235.91
2022-10-14 02:00:00-04:00,711052.01,167.45,279.09,182001.96,503.71,241.97
2022-10-15 02:00:00-04:00,711195.01,174.49,282.77,181997.01,501.73,247.43
2022-10-16 02:00:00-04:00,711090.19,183.06,288.83,182007.09,499.81,255.5
2022-10-17 02:00:00-04:00,720224.74,185.74,291.11,182024.36,501.76,258.69
2022-10-18 02:00:00-04:00,735080.5,180.29,285.74,182006.04,502.72,253.25
2022-10-19 02:00:00-04:00,735240.28,174.27,281.22,182002.71,502.62,247.54
2022-10-20 02:00:00-04:00,735206.45,164.6,272.98,182005.86,501.63,237.86
2022-10-21 02:00:00-04:00,735159.88,158.59,268.05,181984.33,500.73,231.95
2022-10-22 02:00:00-04:00,735216.13,149.76,261.57,181999.61,499.69,224.36
2022-10-23 02:00:00-04:00,735227.54,152.32,263.27,182011.06,500.03,226.28
2022-10-24 02:00:00-04:00,735215.1,159.43,268.01,182021.77,499.25,232.27
2022-10-25 02:00:00-04:00,735220.73,169.98,275.97,181989.09,499.03,242.33
2022-10-26 02:00:00-04:00,735263.26,172.39,278.18,182004.15,499.51,244.99
2022-10-27 02:00:00-04:00,735225.29,175.61,280.95,181996.75,499.84,248.52
2022-10-28 02:00:00-04:00,735199.49,172.98,279.98,181972.13,501.76,246.96
2022-10-29 02:00:00-04:00,731957.31,164.37,273.1,182018.83,501.07,238.45
2022-10-30 02:00:00-04:00,727376.4,178.71,283.73,181975.22,500.74,251.99
2022-10-31 02:00:00-04:00,735218.12,184.67,288.22,181995.51,500.3,258.44
2022-11-01 02:00:00-04:00,735231.58,174.31,279.29,181996.58,499.41,247.54
2022-11-02 02:00:00-04:00,735174.87,176.04,279.96,182021.49,498.48,248.56
2022-11-03 02:00:00-04:00,735219.71,178.92,282.43,181982.95,497.99,251.81
2022-11-04 02:00:00-04:00,735181.12,168.07,274.75,181968.5,499.01,241.98
2022-11-05 02:00:00-04:00,735220.94,160.6,268.68,182000.07,499.45,234.43
2022-11-06 01:00:00-05:00,735199.6,157.43,266.24,182038.97,498.94,231.42
2022-11-07 01:00:00-05:00,735247.96,149.0,260.74,182010.83,500.62,224.46
2022-11-08 01:00:00-05:00,718484.04,162.24,270.08,182010.64,497.89,235.87
2022-11-09 01:00:00-05:00,712028.13,174.43,279.25,181973.87,496.86,247.14
2022-11-10 01:00:00-05:00,728106.64,164.34,268.71,182012.99,493.17,236.15
2022-11-11 01:00:00-05:00,735305.59,164.14,265.04,182004.16,487.54,233.76
2022-11-12 01:00:00-05:00,735258.81,162.07,263.41,182014.77,483.17,233.2
2022-11-13 01:00:00-05:00,735227.39,167.33,270.39,182370.54,483.18,242.21
2022-11-14 01:00:00-05:00,672327.04,171.12,280.15,182018.6,482.45,249.51
2022-11-15 01:00:00-05:00,708957.65,159.03,264.86,182010.0,477.1,234.76
2022-11-16 01:00:00-05:00,735228.87,155.45,258.57,182003.56,474.04,229.89
2022-11-17 01:00:00-05:00,735213.47,148.93,253.64,134638.14,471.97,224.31
2022-11-18 01:00:00-05:00,683058.11,145.31,248.42,174152.18,466.75,219.74
2022-11-19 01:00:00-05:00,648534.59,146.46,240.92,153978.97,459.87,216.24
2022-11-20 01:00:00-05:00,669713.5,145.56,238.65,153998.54,458.61,214.9
2022-11-21 01:00:00-05:00,708237.59,143.47,241.1,167075.48,464.86,215.36
2022-11-22 01:00:00-05:00,733070.13,147.33,249.29,182018.77,468.11,221.94
2022-11-23 01:00:00-05:00,735218.99,153.9,252.65,182008.77,466.92,226.68
2022-11-24 01:00:00-05:00,735297.04,157.46,255.28,182013.17,467.63,229.83
2022-11-25 01:00:00-05:00,691211.11,160.79,262.79,182027.39,470.25,235.04
2022-11-26 01:00:00-05:00,707386.15,154.78,256.86,181992.17,468.45,229.62
2022-11-27 01:00:00-05:00,697656.38,153.84,255.93,181987.2,468.32,228.2
2022-11-28 01:00:00-05:00,698601.48,153.97,256.16,182016.08,468.42,228.13
2022-11-29 01:00:00-05:00,731579.7,159.13,256.54,182027.96,468.52,231.15
2022-11-30 01:00:00-05:00,735250.67,161.49,258.38,182014.7,469.45,233.53
2022-12-01 01:00:00-05:00,645741.57,162.59,266.95,182002.78,467.53,238.1
2022-12-02 01:00:00-05:00,603734.7,184.43,287.84,181966.0,467.07,261.86
2022-12-03 01:00:00-05:00,603785.88,197.62,299.46,182012.74,473.2,274.88
2022-12-04 01:00:00-05:00,603719.39,198.48,301.76,181979.83,477.41,276.77
2022-12-05 01:00:00-05:00,606559.04,190.11,297.73,181999.81,476.52,271.68
2022-12-06 01:00:00-05:00,702385.82,169.25,269.65,182015.52,472.46,244.39
2022-12-07 01:00:00-05:00,735183.83,162.91,261.9,181974.52,474.94,236.66
2022-12-08 01:00:00-05:00,735207.68,155.54,255.7,181998.11,472.31,230.1
2022-12-09 01:00:00-05:00,735241.2,160.46,258.78,181997.14,471.9,234.16
2022-12-10 01:00:00-05:00,735240.08,164.35,258.87,181998.58,467.12,235.68
2022-12-11 01:00:00-05:00,735168.02,170.36,263.97,181992.51,469.11,241.6
2022-12-12 01:00:00-05:00,735189.82,167.75,264.45,181992.22,473.69,241.42
2022-12-13 01:00:00-05:00,735235.01,180.41,279.65,181988.33,482.18,258.05
2022-12-14 01:00:00-05:00,735286.14,183.92,284.6,181981.83,485.75,263.41
2022-12-15 01:00:00-05:00,698357.09,179.96,284.0,182007.87,484.29,260.32
2022-12-16 01:00:00-05:00,580924.72,167.05,283.58,182017.59,481.26,249.43
2022-12-17 01:00:00-05:00,724715.62,169.97,272.5,182016.28,486.9,246.82
2022-12-18 01:00:00-05:00,735215.1,165.72,268.99,181984.63,487.65,243.25
2022-12-19 01:00:00-05:00,735241.31,164.49,264.97,182002.18,482.26,240.66
2022-12-20 01:00:00-05:00,735170.37,167.51,267.31,182024.34,479.78,244.17
2022-12-21 01:00:00-05:00,735234.45,169.7,271.48,181972.54,485.12,247.99
2022-12-22 01:00:00-05:00,734130.08,178.2,281.04,182012.65,489.75,258.75
2022-12-23 01:00:00-05:00,710509.24,189.44,289.98,182016.82,488.37,268.57
2022-12-24 01:00:00-05:00,730355.46,195.32,294.73,181994.18,493.37,274.69
2022-12-25 01:00:00-05:00,735260.55,191.77,292.59,181992.77,493.31,272.39
2022-12-26 01:00:00-05:00,735239.21,180.54,284.09,182006.21,491.27,262.45
2022-12-27 01:00:00-05:00,735206.2,161.5,269.2,181984.27,490.86,243.76
2022-12-28 01:00:00-05:00,735154.35,155.22,264.33,181998.93,490.88,237.96
2022-12-29 01:00:00-05:00,735345.82,162.16,270.09,182002.93,492.34,244.69
2022-12-30 01:00:00-05:00,735227.9,174.11,279.76,182020.02,493.46,256.73
2022-12-31 01:00:00-05:00,735323.71,176.81,283.58,181993.85,495.96,260.97
2023-01-01 01:00:00-05:00,735226.41,185.76,290.45,182001.85,497.91,269.56
2023-01-02 01:00:00-05:00,735247.86,193.68,296.16,182022.3,499.76,276.24
2023-01-03 01:00:00-05:00,735142.43,186.42,292.6,182008.74,500.51,271.51
2023-01-04 01:00:00-05:00,735258.45,183.57,290.43,181994.04,499.41,269.2
2023-01-05 01:00:00-05:00,735261.68,185.36,290.77,181996.33,498.89,270.14
2023-01-06 01:00:00-05:00,735179.89,191.21,294.97,182026.92,500.29,275.2
2023-01-07 01:00:00-05:00,735261.22,191.66,294.57,182017.53,499.17,274.81
2023-01-08 01:00:00-05:00,735206.61,186.06,290.86,181989.9,498.12,270.57
2023-01-09 01:00:00-05:00,735216.38,182.63,289.57,181966.91,500.44,268.81
2023-01-10 01:00:00-05:00,735314.75,182.89,290.9,182006.76,502.97,269.85
2023-01-11 01:00:00-05:00,735283.53,180.17,288.91,181985.98,502.71,267.64
2023-01-12 01:00:00-05:00,735248.93,184.44,292.82,182016.83,503.87,272.31
2023-01-13 01:00:00-05:00,735231.22,186.61,292.96,181978.92,501.68,273.04
2023-01-14 01:00:00-05:00,735203.33,179.88,287.89,182008.73,499.14,267.61
2023-01-15 01:00:00-05:00,735283.63,179.38,286.08,182000.08,498.55,266.32
2023-01-16 01:00:00-05:00,735260.09,177.02,285.86,181995.8,500.17,265.5
2023-01-17 01:00:00-05:00,735225.59,178.61,288.4,182002.81,502.7,267.93
2023-01-18 01:00:00-05:00,735229.23,173.18,284.11,182001.34,502.31,262.78
2023-01-19 01:00:00-05:00,735202.56,169.66,282.0,181993.61,503.41,259.88
2023-01-20 01:00:00-05:00,735213.93,179.96,289.86,182001.92,505.14,269.51
2023-01-21 01:00:00-05:00,735266.8,173.77,286.27,182010.59,503.23,265.3
2023-01-22 01:00:00-05:00,735258.15,159.18,273.82,182022.58,500.42,250.51
2023-01-23 01:00:00-05:00,683415.09,148.45,270.07,191608.81,485.83,244.07
